cluster,baseline,case,similarity
3,cluster_majority,360,0.79375
3,cluster_majority,365,0.7708333333333334
3,cluster_majority,375,0.65
3,cluster_majority,397,0.7916666666666666
3,cluster_majority,399,0.7791666666666667
3,cluster_majority,405,0.7375
3,cluster_majority,417,0.7458333333333333
3,cluster_majority,420,0.8083333333333333
3,cluster_majority,427,0.7458333333333333
3,cluster_majority,440,0.7083333333333334
3,cluster_majority,441,0.7333333333333333
3,cluster_majority,456,0.8125
3,cluster_majority,457,0.6729166666666667
3,cluster_majority,459,0.8041666666666667
3,cluster_majority,460,0.7270833333333333
3,cluster_majority,462,0.7875
3,cluster_majority,464,0.78125
3,cluster_majority,470,0.7979166666666667
3,cluster_majority,471,0.7770833333333333
3,cluster_majority,476,0.7083333333333334
3,cluster_majority,479,0.8166666666666667
3,cluster_majority,495,0.7104166666666667
3,cluster_majority,498,0.7645833333333333
3,cluster_majority,505,0.7875
3,cluster_majority,520,0.7875
3,cluster_majority,521,0.7958333333333333
3,cluster_majority,534,0.7770833333333333
3,cluster_majority,541,0.7645833333333333
3,cluster_majority,551,0.8395833333333333
3,cluster_majority,554,0.74375
3,cluster_majority,561,0.7791666666666667
3,cluster_majority,566,0.7979166666666667
3,cluster_majority,571,0.79375
3,cluster_majority,574,0.7583333333333333
3,cluster_majority,577,0.7416666666666667
3,cluster_majority,587,0.7
3,cluster_majority,590,0.79375
3,cluster_mean,346,0.8458333333333333
3,cluster_mean,347,0.7520833333333333
3,cluster_mean,359,0.68125
3,cluster_mean,360,0.7875
3,cluster_mean,365,0.7770833333333333
3,cluster_mean,375,0.66875
3,cluster_mean,397,0.8145833333333333
3,cluster_mean,399,0.8395833333333333
3,cluster_mean,405,0.7479166666666667
3,cluster_mean,417,0.7604166666666666
3,cluster_mean,420,0.8104166666666667
3,cluster_mean,427,0.78125
3,cluster_mean,440,0.7229166666666667
3,cluster_mean,441,0.70625
3,cluster_mean,456,0.81875
3,cluster_mean,457,0.6625
3,cluster_mean,459,0.8520833333333333
3,cluster_mean,460,0.7583333333333333
3,cluster_mean,462,0.79375
3,cluster_mean,464,0.8208333333333333
3,cluster_mean,470,0.7916666666666666
3,cluster_mean,471,0.85
3,cluster_mean,476,0.6979166666666666
3,cluster_mean,479,0.8229166666666666
3,cluster_mean,495,0.6875
3,cluster_mean,498,0.7791666666666667
3,cluster_mean,505,0.79375
3,cluster_mean,520,0.84375
3,cluster_mean,521,0.8270833333333333
3,cluster_mean,534,0.8041666666666667
3,cluster_mean,541,0.7708333333333334
3,cluster_mean,551,0.8291666666666667
3,cluster_mean,554,0.7458333333333333
3,cluster_mean,561,0.78125
3,cluster_mean,566,0.8333333333333334
3,cluster_mean,571,0.8208333333333333
3,cluster_mean,574,0.7520833333333333
3,cluster_mean,577,0.7520833333333333
3,cluster_mean,587,0.7395833333333334
3,cluster_mean,590,0.8375
3,centroid_determin,346,0.8020833333333334
3,centroid_determin,347,0.6583333333333333
3,centroid_determin,359,0.625
3,centroid_determin,360,0.73125
3,centroid_determin,365,0.7166666666666667
3,centroid_determin,375,0.6583333333333333
3,centroid_determin,397,0.8083333333333333
3,centroid_determin,399,0.8458333333333333
3,centroid_determin,405,0.6875
3,centroid_determin,417,0.7166666666666667
3,centroid_determin,420,0.7583333333333333
3,centroid_determin,427,0.7083333333333334
3,centroid_determin,440,0.6791666666666667
3,centroid_determin,441,0.6333333333333333
3,centroid_determin,456,0.7416666666666667
3,centroid_determin,457,0.6145833333333334
3,centroid_determin,459,0.8125
3,centroid_determin,460,0.7229166666666667
3,centroid_determin,462,0.7083333333333334
3,centroid_determin,464,0.7729166666666667
3,centroid_determin,470,0.70625
3,centroid_determin,471,0.8104166666666667
3,centroid_determin,476,0.625
3,centroid_determin,479,0.7708333333333334
3,centroid_determin,495,0.6395833333333333
3,centroid_determin,498,0.71875
3,centroid_determin,505,0.7041666666666667
3,centroid_determin,520,0.8416666666666667
3,centroid_determin,521,0.8
3,centroid_determin,534,0.75625
3,centroid_determin,541,0.74375
3,centroid_determin,551,0.7479166666666667
3,centroid_determin,554,0.68125
3,centroid_determin,561,0.7291666666666666
3,centroid_determin,566,0.7604166666666666
3,centroid_determin,571,0.78125
3,centroid_determin,574,0.675
3,centroid_determin,577,0.7041666666666667
3,centroid_determin,587,0.6958333333333333
3,centroid_determin,590,0.7645833333333333
3,empirical_sample,346,0.73125
3,empirical_sample,347,0.7
3,empirical_sample,359,0.6270833333333333
3,empirical_sample,360,0.7166666666666667
3,empirical_sample,365,0.7041666666666667
3,empirical_sample,375,0.6375
3,empirical_sample,397,0.69375
3,empirical_sample,399,0.7541666666666667
3,empirical_sample,405,0.6854166666666667
3,empirical_sample,417,0.6875
3,empirical_sample,420,0.7145833333333333
3,empirical_sample,427,0.6854166666666667
3,empirical_sample,440,0.6625
3,empirical_sample,441,0.6291666666666667
3,empirical_sample,456,0.7604166666666666
3,empirical_sample,457,0.6395833333333333
3,empirical_sample,459,0.7208333333333333
3,empirical_sample,460,0.6791666666666667
3,empirical_sample,462,0.69375
3,empirical_sample,464,0.7354166666666667
3,empirical_sample,470,0.69375
3,empirical_sample,471,0.7291666666666666
3,empirical_sample,476,0.59375
3,empirical_sample,479,0.7291666666666666
3,empirical_sample,495,0.6395833333333333
3,empirical_sample,498,0.6791666666666667
3,empirical_sample,505,0.70625
3,empirical_sample,520,0.75
3,empirical_sample,521,0.7145833333333333
3,empirical_sample,534,0.70625
3,empirical_sample,541,0.7166666666666667
3,empirical_sample,551,0.6979166666666666
3,empirical_sample,554,0.69375
3,empirical_sample,561,0.675
3,empirical_sample,566,0.68125
3,empirical_sample,571,0.7354166666666667
3,empirical_sample,574,0.6666666666666666
3,empirical_sample,577,0.6979166666666666
3,empirical_sample,587,0.6708333333333333
3,empirical_sample,590,0.7416666666666667
3,train_user_copy,346,0.70625
3,train_user_copy,347,0.59375
3,train_user_copy,359,0.6875
3,train_user_copy,360,0.6854166666666667
3,train_user_copy,365,0.7583333333333333
3,train_user_copy,375,0.69375
3,train_user_copy,397,0.71875
3,train_user_copy,399,0.7416666666666667
3,train_user_copy,405,0.6520833333333333
3,train_user_copy,417,0.6958333333333333
3,train_user_copy,420,0.71875
3,train_user_copy,427,0.7083333333333334
3,train_user_copy,440,0.6416666666666667
3,train_user_copy,441,0.64375
3,train_user_copy,456,0.6708333333333333
3,train_user_copy,457,0.63125
3,train_user_copy,459,0.73125
3,train_user_copy,460,0.6729166666666667
3,train_user_copy,462,0.7291666666666666
3,train_user_copy,464,0.75
3,train_user_copy,470,0.7208333333333333
3,train_user_copy,471,0.7958333333333333
3,train_user_copy,476,0.65
3,train_user_copy,479,0.7166666666666667
3,train_user_copy,495,0.7145833333333333
3,train_user_copy,498,0.6479166666666667
3,train_user_copy,505,0.68125
3,train_user_copy,520,0.7041666666666667
3,train_user_copy,521,0.75625
3,train_user_copy,534,0.7354166666666667
3,train_user_copy,541,0.7229166666666667
3,train_user_copy,551,0.7604166666666666
3,train_user_copy,554,0.6916666666666667
3,train_user_copy,561,0.69375
3,train_user_copy,566,0.7395833333333334
3,train_user_copy,571,0.7020833333333333
3,train_user_copy,574,0.7645833333333333
3,train_user_copy,577,0.6770833333333334
3,train_user_copy,587,0.6791666666666667
3,train_user_copy,590,0.76875
