run,status,K,alpha,corpus,decoder,gbm_gain,gbm_hi,gbm_lo,gbm_noLLM,gbm_sig,gbm_withLLM,lam,lin_gain,lin_hi,lin_lo,lin_noLLM,lin_sig,lin_withLLM,llm_cal,llm_logloss,llm_raw,mass,model,n_eval,n_items,n_train,panel,prior,stack,stack_gain,stack_hi,stack_lo,stack_sig,support_dropped,support_frac,w_star
h17n512_ibm-granite_granite-4p2-30b_ipip_test2,ok,5,0.5,ipip,0.11065117544170214,5.98323924204476e-05,0.0002046109053039573,-7.669644736215219e-05,0.1107535758517586,False,0.11069374345933816,100.0,-3.0137499386270603e-05,1.427601241368719e-05,-7.330838140875297e-05,0.1103764899813766,False,0.11040662748076287,0.15396318174437756,2.179521645098369,0.24213653376737526,0.9988,ibm-granite/granite-4.2-30b,256,60,8000,test2,0.15553935029296875,0.11065117544170214,1.6263032587282567e-19,4.336808689942018e-19,0.0,False,0,1.0,0.0
h17n512_ibm-granite_granite-4p2-30b_ipip_val,ok,5,0.5,ipip,0.11005563461363177,-2.916306685503986e-05,0.0001257975569110684,-0.00018585830526134556,0.11013308102571354,False,0.1101622440925686,100.0,-3.863786475655109e-05,-7.250548180101258e-06,-6.973857829040234e-05,0.10979204822869643,False,0.10983068609345298,0.1540904915759044,2.207940509678298,0.24187152494860822,0.9988,ibm-granite/granite-4.2-30b,256,60,8000,val,0.15577885631510419,0.11005563461363177,-1.0842021724855044e-19,1.6263032587282567e-19,-4.336808689942018e-19,False,0,1.0,0.0
h17n512_ibm-granite_granite-4p2-30b_sd3_test2,ok,5,0.7,sd3,0.12677916354076535,0.00034480478827274606,0.0013835625039460063,-0.0006895150641968213,0.1340818151494091,False,0.13373701036113633,10.0,-3.8950505085642295e-05,0.00010318401071321507,-0.00018258771266944603,0.12681804455681261,False,0.1268569950618983,0.15764492140045283,2.0448517854127486,0.22419426793024716,0.9979,ibm-granite/granite-4.2-30b,256,15,8000,test2,0.16448331393229165,0.12677916354076535,-1.0842021724855044e-19,0.0,-3.2526065174565133e-19,False,0,1.0,0.0
h17n512_ibm-granite_granite-4p2-30b_sd3_val,ok,5,0.7,sd3,0.13086319516317446,0.0002944702896150405,0.0013751453355032742,-0.0007667025483356574,0.13795305450802137,False,0.13765858421840632,0.01,-4.656879021180073e-05,8.259700228937279e-05,-0.00017523028501042782,0.13083647427508527,False,0.13088304306529705,0.1627437374320062,2.1339290715195762,0.2336829393677457,0.9979,ibm-granite/granite-4.2-30b,256,15,8000,val,0.17050426119791667,0.13086319516317446,0.0,0.0,0.0,False,0,1.0,0.0
h17n512_ibm-granite_granite-4p2-8b_big5_test2,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,ibm-granite/granite-4.2-8b,,,,,,,,,,,,,
h17n512_ibm-granite_granite-4p2-8b_big5_val,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,ibm-granite/granite-4.2-8b,,,,,,,,,,,,,
h17n512_ibm-granite_granite-4p2-8b_hexaco_test2,ok,7,0.0,hexaco,0.11815881234719214,-6.170755456931856e-05,6.474284927915649e-06,-0.00012931120246619348,0.1165502419789948,False,0.11661194953356413,100.0,-2.6247622915613372e-05,1.201923927442209e-05,-6.327574576293892e-05,0.11700648269097205,False,0.11703273031388767,0.16007754561631943,3.1620205444340796,0.2693180297090315,0.9988,ibm-granite/granite-4.2-8b,256,120,8000,test2,0.16007754561631943,0.11811475090326994,4.4061443922218345e-05,0.00012621434382066322,-3.768894642197572e-05,False,2,0.9999674479166667,0.05
h17n512_ibm-granite_granite-4p2-8b_hexaco_val,ok,7,0.0,hexaco,0.11865519939495958,-1.6697363362477727e-05,6.464742746847763e-05,-9.933295903032436e-05,0.11726990799054532,False,0.1172866053539078,100.0,-4.272150907264993e-05,-1.0227254883989978e-05,-7.476689821400995e-05,0.11739969757036402,False,0.11744241907943667,0.15904011614583335,3.1162433482064618,0.2662739327076902,0.9988,ibm-granite/granite-4.2-8b,256,120,8000,val,0.15904011614583335,0.11861309095045883,4.210844450075311e-05,0.0001237274309035317,-3.9419905011645e-05,False,2,0.9999674479166667,0.05
h17n512_ibm-granite_granite-4p2-8b_ipip_test2,ok,5,0.5,ipip,0.11065117544170214,7.534930549650507e-05,0.00023487841553733043,-8.195873130777633e-05,0.1107535758517586,False,0.11067822654626208,100.0,-4.52864448295207e-05,-8.37168859425093e-06,-8.407756571655136e-05,0.1103764899813766,False,0.11042177642620613,0.1551155683853808,3.23224319298562,0.381550213127376,0.9968,ibm-granite/granite-4.2-8b,256,60,8000,test2,0.15553935029296875,0.11065117544170214,1.6263032587282567e-19,4.336808689942018e-19,0.0,False,0,1.0,0.0
h17n512_ibm-granite_granite-4p2-8b_ipip_val,ok,5,0.5,ipip,0.11005563461363177,1.9427477565438965e-05,0.00015924844490516793,-0.00012184590094428296,0.11013308102571354,False,0.1101136535481481,100.0,-1.8107568199526202e-05,1.2405565667758705e-05,-4.8929605689324974e-05,0.10979204822869643,False,0.10981015579689596,0.15557767090566396,3.259336020294416,0.3785562441781467,0.9968,ibm-granite/granite-4.2-8b,256,60,8000,val,0.15577885631510419,0.11005563461363177,-1.0842021724855044e-19,1.6263032587282567e-19,-4.336808689942018e-19,False,0,1.0,0.0
h17n512_ibm-granite_granite-4p2-8b_sd3_test2,ok,5,0.9,sd3,0.12677916354076535,0.0006230597754737354,0.0017396061724084318,-0.0005315446020168522,0.1340818151494091,False,0.13345875537393537,10.0,-0.00026733867900376033,-9.875141593255209e-05,-0.00042840364429810944,0.12681804455681261,False,0.1270853832358164,0.15788925900915535,2.0850264542592845,0.22356397431663916,0.9983,ibm-granite/granite-4.2-8b,256,15,8000,test2,0.16448331393229165,0.12677916354076535,-1.0842021724855044e-19,0.0,-3.2526065174565133e-19,False,0,1.0,0.0
h17n512_ibm-granite_granite-4p2-8b_sd3_val,ok,5,0.8,sd3,0.13086319516317446,-9.603761772817456e-05,0.0009543866353509125,-0.0011180915985232283,0.13795305450802137,False,0.13804909212574956,0.01,-4.055744764213584e-05,5.8337654999753296e-05,-0.00014397978362545,0.13083647427508527,False,0.1308770317227274,0.16326147524192863,2.1160712933825083,0.23077651320159298,0.9983,ibm-granite/granite-4.2-8b,256,15,8000,val,0.17050426119791667,0.13086319516317446,0.0,0.0,0.0,False,0,1.0,0.0
h17n512_openai_gpt-oss-20b_big5_test2,ok,5,1.3,big5,0.12005699328891752,-0.00010891748936919647,0.0005355749345951418,-0.0007584965605008838,0.12298179249446012,False,0.1230907099838293,10.0,-2.7640184057056244e-05,2.5105348825004798e-05,-8.126040013653128e-05,0.12001478569328208,False,0.12004242587733915,0.16274965193729718,1.5851088589503832,0.17859612617813503,0.9979,openai/gpt-oss-20b,256,25,8000,test2,0.16492094007812502,0.12005699328891752,2.710505431213761e-19,5.963111948670274e-19,5.421010862427522e-20,True,0,1.0,0.0
h17n512_openai_gpt-oss-20b_big5_val,ok,5,1.3,big5,0.12177626991071844,-0.0009012170780267241,-0.0001887577210218562,-0.001594719733195443,0.12490030213393785,False,0.12580151921196459,10.0,-3.172979412633802e-06,4.309961582084938e-05,-4.967303877796826e-05,0.12204591513979839,False,0.122049088119211,0.16406345646539985,1.5922623881827933,0.18076710960058293,0.9979,openai/gpt-oss-20b,256,25,8000,val,0.166819983046875,0.12177626991071844,1.0842021724855044e-19,3.7947076036992655e-19,-1.0842021724855044e-19,False,0,1.0,0.0
h17n512_openai_gpt-oss-20b_hexaco_test2,ok,7,0.0,hexaco,0.11815881234719214,-5.706794499527057e-05,1.2957051126081712e-05,-0.00012671336307231405,0.1165502419789948,False,0.11660730992399009,100.0,-3.1453772678417206e-06,2.8589758926656935e-05,-3.3024884752317546e-05,0.11700648269097205,False,0.11700962806823989,0.16007754561631943,2.137314422297093,0.19224926165373313,0.9972,openai/gpt-oss-20b,256,120,8000,test2,0.16007754561631943,0.11811475090326994,4.4061443922218345e-05,0.00012504831450711656,-4.295900760426487e-05,False,2,0.9999674479166667,0.05
h17n512_openai_gpt-oss-20b_hexaco_val,ok,7,0.0,hexaco,0.11865519939495958,2.535071155880731e-05,0.00010988777324503064,-5.707601630169068e-05,0.11726990799054532,False,0.11724455727898653,100.0,-3.3173318501926387e-06,1.9537008729299516e-05,-2.646016254200303e-05,0.11739969757036402,False,0.11740301490221422,0.15904011614583335,2.154297330377185,0.19535656247423347,0.9973,openai/gpt-oss-20b,256,120,8000,val,0.15904011614583335,0.11861309095045883,4.210844450075311e-05,0.0001252684831871278,-3.6706379775708755e-05,False,2,0.9999674479166667,0.05
h17n512_openai_gpt-oss-20b_ipip_test2,ok,5,1.0,ipip,0.11065117544170214,-2.203536141385387e-05,0.0001317550159130133,-0.000170933954343376,0.1107535758517586,False,0.11077561121317246,100.0,-5.2826071548675146e-06,2.9000637640862115e-05,-4.046375248720521e-05,0.1103764899813766,False,0.11038177258853146,0.15474050553841318,1.632165904306511,0.19140865785697658,0.9967,openai/gpt-oss-20b,256,60,8000,test2,0.15553935029296875,0.11065117544170214,1.6263032587282567e-19,4.336808689942018e-19,0.0,False,0,1.0,0.0
h17n512_openai_gpt-oss-20b_ipip_val,ok,5,0.9,ipip,0.11005563461363177,-7.329943376918632e-05,0.00010241071371376747,-0.00024008169150046773,0.11013308102571354,False,0.11020638045948275,100.0,-3.582561972376855e-05,9.459120076092424e-06,-7.900488041247855e-05,0.10979204822869643,False,0.1098278738484202,0.1553362796158977,1.638245613434774,0.19041611938725522,0.9968,openai/gpt-oss-20b,256,60,8000,val,0.15577885631510419,0.11005563461363177,-1.0842021724855044e-19,1.6263032587282567e-19,-4.336808689942018e-19,False,0,1.0,0.0
h17n512_openai_gpt-oss-20b_sd3_test2,ok,5,1.8,sd3,0.12677916354076535,0.0001967511555315567,0.0014438176896612114,-0.0010175830853389866,0.1340818151494091,False,0.13388506399387756,10.0,-0.00022183095329420484,-0.00010534518769820457,-0.00033473660782874516,0.12681804455681261,False,0.12703987551010681,0.15865412818661837,1.5947224576342913,0.17638733070814813,0.9979,openai/gpt-oss-20b,256,15,8000,test2,0.16448331393229165,0.12677916354076535,-1.0842021724855044e-19,0.0,-3.2526065174565133e-19,False,0,1.0,0.0
h17n512_openai_gpt-oss-20b_sd3_val,ok,5,1.7,sd3,0.13086319516317446,0.0014078307178620705,0.0024579616488629376,0.00032945045318393814,0.13795305450802137,True,0.13654522379015926,0.01,-0.0001396109664943576,-7.065166889852917e-06,-0.0002728063140856221,0.13083647427508527,False,0.1309760852415796,0.16662271985260427,1.636620510481367,0.18596403117820354,0.9979,openai/gpt-oss-20b,256,15,8000,val,0.17050426119791667,0.13086319516317446,0.0,0.0,0.0,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-8B-Instruct-2509_big5_test2,ok,5,0.3,big5,0.12005699328891752,1.4207867035726169e-06,0.0007019344260176688,-0.0006866625785335155,0.12298179249446012,False,0.12298037170775653,10.0,-5.997969858344138e-05,8.94977465253488e-05,-0.0002161942608805135,0.12001478569328208,False,0.12007476539186554,0.16493398847684554,1.9302360359041375,0.21243318473522413,0.9969,swiss-ai/Apertus-8B-Instruct-2509,256,25,8000,test2,0.16492094007812502,0.12005699328891752,2.710505431213761e-19,5.963111948670274e-19,5.421010862427522e-20,True,0,1.0,0.0
h17n512_swiss-ai_Apertus-8B-Instruct-2509_big5_val,ok,5,0.3,big5,0.12177626991071844,-0.0004933664356225441,0.00016393759924213973,-0.0011733486338551524,0.12490030213393785,False,0.1253936685695604,10.0,-1.711049029262779e-05,4.757942313813287e-05,-8.338869469816699e-05,0.12204591513979839,False,0.122063025630091,0.1661837052422501,1.9690592844275194,0.2177312181658253,0.9969,swiss-ai/Apertus-8B-Instruct-2509,256,25,8000,val,0.166819983046875,0.12177626991071844,1.0842021724855044e-19,4.336808689942018e-19,-1.0842021724855044e-19,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-8B-Instruct-2509_hexaco_test2,ok,7,0.2,hexaco,0.11815881234719214,-4.5921992761152944e-05,5.547011034510825e-06,-9.769554529721966e-05,0.1165502419789948,False,0.11659616397175596,100.0,-6.793343720237549e-06,1.4629752549493048e-05,-2.7771021459223916e-05,0.11700648269097205,False,0.11701327603469228,0.15961654016816962,2.262175950761929,0.2132728453236163,0.9961,swiss-ai/Apertus-8B-Instruct-2509,256,120,8000,test2,0.16007754561631943,0.11811170581685876,4.710653033339541e-05,0.00012965188627923817,-3.3055028029439705e-05,False,2,0.9999674479166667,0.05
h17n512_swiss-ai_Apertus-8B-Instruct-2509_hexaco_val,ok,7,0.1,hexaco,0.11865519939495958,-4.196509630670657e-06,6.262910917600675e-05,-6.883420348130658e-05,0.11726990799054532,False,0.11727410450017599,100.0,-3.200609224258082e-05,-5.8989323489611575e-06,-5.807370658961528e-05,0.11739969757036402,False,0.1174317036626066,0.158855878894026,2.2765546907582577,0.21478905604153986,0.9961,swiss-ai/Apertus-8B-Instruct-2509,256,120,8000,val,0.15904011614583335,0.11861161434661913,4.3585048340456865e-05,0.0001248727863555564,-3.568488634805637e-05,False,2,0.9999674479166667,0.05
h17n512_swiss-ai_Apertus-8B-Instruct-2509_ipip_test2,ok,5,0.0,ipip,0.11065117544170214,-0.00010850194042250842,4.2366074529467566e-05,-0.0002601450181664395,0.1107535758517586,False,0.11086207779218112,100.0,-6.0187475956756685e-05,-1.5984756518142505e-05,-0.00010336935127816425,0.1103764899813766,False,0.11043667745733335,0.15553935029296873,2.3739162993130494,0.2904128688484646,0.9971,swiss-ai/Apertus-8B-Instruct-2509,256,60,8000,test2,0.15553935029296875,0.11065117544170214,1.6263032587282567e-19,4.336808689942018e-19,0.0,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-8B-Instruct-2509_ipip_val,ok,5,0.0,ipip,0.11005563461363177,-0.00015210410659640276,-6.401074063069937e-06,-0.0002982509136519321,0.11013308102571354,False,0.11028518513230995,100.0,-5.022885051030699e-05,-1.4183518816713194e-05,-8.55549825169496e-05,0.10979204822869643,False,0.10984227707920674,0.15577885631510419,2.388986467116205,0.2902325220420071,0.9972,swiss-ai/Apertus-8B-Instruct-2509,256,60,8000,val,0.15577885631510419,0.11005563461363177,-1.0842021724855044e-19,1.6263032587282567e-19,-4.336808689942018e-19,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-8B-Instruct-2509_sd3_test2,ok,5,1.2,sd3,0.12677916354076535,0.001003843876145888,0.0020173193350308764,-5.966448963956392e-05,0.1340818151494091,False,0.1330779712732632,10.0,-0.00022122397760930576,-4.567515720273431e-05,-0.0003988798666692865,0.12681804455681261,False,0.12703926853442193,0.1546942070587739,1.7121762258983229,0.18923356922116386,0.9955,swiss-ai/Apertus-8B-Instruct-2509,256,15,8000,test2,0.16448331393229165,0.12677916354076535,-1.0842021724855044e-19,0.0,-3.2526065174565133e-19,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-8B-Instruct-2509_sd3_val,ok,5,1.2,sd3,0.13086319516317446,0.00043426653652396967,0.0014645672788654621,-0.0006190853158029594,0.13795305450802137,False,0.13751878797149739,0.01,-2.9697133322155626e-05,4.448506373893391e-05,-0.00010284160270452957,0.13083647427508527,False,0.1308661714084074,0.15831941060101679,1.7381201890055116,0.19262904252236993,0.9955,swiss-ai/Apertus-8B-Instruct-2509,256,15,8000,val,0.17050426119791667,0.13086319516317446,0.0,0.0,0.0,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-v1_1-0_5B-Instruct_big5_test2,ok,5,1.5,big5,0.12005699328891752,-0.00028497937704083197,0.00042595568891287477,-0.0009840793924273217,0.12298179249446012,False,0.12326677187150095,10.0,-5.693110230081943e-05,2.5910626205165014e-05,-0.0001411899319370454,0.12001478569328208,False,0.12007171679558291,0.1645805450035755,1.6903412506008557,0.20087403649078764,0.9982,swiss-ai/Apertus-v1.1-0.5B-Instruct,256,25,8000,test2,0.16492094007812502,0.12005699328891752,2.710505431213761e-19,5.963111948670274e-19,5.421010862427522e-20,True,0,1.0,0.0
h17n512_swiss-ai_Apertus-v1_1-0_5B-Instruct_big5_val,ok,5,1.5,big5,0.12177626991071844,-0.0009492686413111717,-0.00027801186476065397,-0.001634203439429704,0.12490030213393785,False,0.125849570775249,10.0,-4.019103678105099e-06,7.022870437981642e-05,-7.279489019440538e-05,0.12204591513979839,False,0.12204993424347649,0.16591288324249504,1.6819065320717743,0.20146643858594823,0.9982,swiss-ai/Apertus-v1.1-0.5B-Instruct,256,25,8000,val,0.166819983046875,0.12177626991071844,1.0842021724855044e-19,3.7947076036992655e-19,-1.0842021724855044e-19,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-v1_1-4B-Instruct_big5_test2,ok,5,0.3,big5,0.12005699328891752,0.0002090946343583188,0.000812071870261881,-0.00039526793577793293,0.12298179249446012,False,0.1227726978601018,10.0,-4.567787839730158e-05,6.0281524742255915e-05,-0.0001491853569168147,0.12001478569328208,False,0.12006046357167939,0.16535327709451378,1.800184196452697,0.20105477462061605,0.9963,swiss-ai/Apertus-v1.1-4B-Instruct,256,25,8000,test2,0.16492094007812502,0.12005699328891752,2.710505431213761e-19,5.43456338958364e-19,5.421010862427522e-20,True,0,1.0,0.0
h17n512_swiss-ai_Apertus-v1_1-4B-Instruct_big5_val,ok,5,0.1,big5,0.12177626991071844,-0.0001190917846475294,0.00047857716290986517,-0.0007496492340811595,0.12490030213393785,False,0.12501939391858538,10.0,-6.046452684701169e-06,3.7204061229668516e-05,-4.989259743587758e-05,0.12204591513979839,False,0.12205196159248308,0.16670862109499618,1.8077448881634686,0.2034023860012593,0.9964,swiss-ai/Apertus-v1.1-4B-Instruct,256,25,8000,val,0.166819983046875,0.12177626991071844,1.0842021724855044e-19,3.7947076036992655e-19,-1.0842021724855044e-19,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-v1p1-0p5B-Instruct_big5_test2,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,swiss-ai/Apertus-v1.1-0.5B-Instruct,,,,,,,,,,,,,
h17n512_swiss-ai_Apertus-v1p1-0p5B-Instruct_big5_val,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,swiss-ai/Apertus-v1.1-0.5B-Instruct,,,,,,,,,,,,,
h17n512_swiss-ai_Apertus-v1p1-0p5B-Instruct_hexaco_test2,ok,7,1.1,hexaco,0.11815881234719214,-6.197240516656207e-05,3.1237605724538523e-06,-0.00012567735823662622,0.1165502419789948,False,0.11661221438416138,100.0,-8.295782427392747e-06,1.3114235512958246e-05,-2.96547851844526e-05,0.11700648269097205,False,0.11701477847339944,0.15956904253854856,2.0095199190577118,0.18687310634060164,0.9954,swiss-ai/Apertus-v1.1-0.5B-Instruct,256,120,8000,test2,0.16007754561631943,0.11810941185823504,4.94004889571165e-05,0.0001321765639283294,-3.263497332221592e-05,False,2,0.9999674479166667,0.05
h17n512_swiss-ai_Apertus-v1p1-0p5B-Instruct_hexaco_val,ok,7,1.0,hexaco,0.11865519939495958,-4.830705376096978e-05,2.627549925610479e-05,-0.00012019303279944218,0.11726990799054532,False,0.11731821504430628,100.0,-1.007326286708019e-06,1.1303285666221872e-05,-1.3253201609456858e-05,0.11739969757036402,False,0.11740070489665073,0.15873143979754573,2.02666152237757,0.18913428591870676,0.9954,swiss-ai/Apertus-v1.1-0.5B-Instruct,256,120,8000,val,0.15904011614583335,0.11861291224260678,4.228715235280627e-05,0.00012398316043010996,-3.7871157256936115e-05,False,2,0.9999674479166667,0.05
h17n512_swiss-ai_Apertus-v1p1-0p5B-Instruct_ipip_test2,ok,5,0.6,ipip,0.11065117544170214,4.4520213518940986e-05,0.000202270687166164,-0.00011023936481828708,0.1107535758517586,False,0.11070905563823966,100.0,-3.170096423227604e-05,5.6982841771358326e-06,-7.12317016977471e-05,0.1103764899813766,False,0.11040819094560887,0.1554387196945764,1.6185082355598897,0.19120611440320892,0.9943,swiss-ai/Apertus-v1.1-0.5B-Instruct,256,60,8000,test2,0.15553935029296875,0.11065117544170214,1.6263032587282567e-19,4.336808689942018e-19,0.0,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-v1p1-0p5B-Instruct_ipip_val,ok,5,0.3,ipip,0.11005563461363177,-3.853452811844357e-05,0.0001072022604175061,-0.00018069940098083573,0.11013308102571354,False,0.11017161555383198,100.0,-7.096860000681482e-06,1.3314157712872418e-05,-2.674536892471919e-05,0.10979204822869643,False,0.1097991450886971,0.15571178709547492,1.6179136956788627,0.18854929937084355,0.9943,swiss-ai/Apertus-v1.1-0.5B-Instruct,256,60,8000,val,0.15577885631510419,0.11005563461363177,-1.0842021724855044e-19,1.6263032587282567e-19,-4.336808689942018e-19,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-v1p1-0p5B-Instruct_sd3_test2,ok,5,2.0,sd3,0.12677916354076535,0.00031424264741311965,0.0014374070873402415,-0.0007714154450499599,0.1340818151494091,False,0.13376757250199597,10.0,-0.00028436677943785983,-0.00015885879160259988,-0.00040622220928478815,0.12681804455681261,False,0.1271024113362505,0.15990331742062097,1.7306497501675842,0.2083151601071475,0.9983,swiss-ai/Apertus-v1.1-0.5B-Instruct,256,15,8000,test2,0.16448331393229165,0.12677916354076535,-1.0842021724855044e-19,0.0,-3.2526065174565133e-19,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-v1p1-0p5B-Instruct_sd3_val,ok,5,2.0,sd3,0.13086319516317446,0.0003288765076619013,0.0013763494954868224,-0.0007333834181833802,0.13795305450802137,False,0.13762417800035948,0.01,-7.353408613965286e-05,1.47754273021435e-05,-0.0001628288211115999,0.13083647427508527,False,0.13091000836122488,0.1660054967810068,1.7507371425401186,0.2129835789684664,0.9983,swiss-ai/Apertus-v1.1-0.5B-Instruct,256,15,8000,val,0.17050426119791667,0.13086319516317446,0.0,0.0,0.0,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-v1p1-4B-Instruct_big5_test2,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,swiss-ai/Apertus-v1.1-4B-Instruct,,,,,,,,,,,,,
h17n512_swiss-ai_Apertus-v1p1-4B-Instruct_big5_val,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,swiss-ai/Apertus-v1.1-4B-Instruct,,,,,,,,,,,,,
h17n512_swiss-ai_Apertus-v1p1-4B-Instruct_hexaco_test2,ok,7,0.6,hexaco,0.11815881234719214,-3.151098607562968e-05,2.6149830688830907e-05,-9.193073570728315e-05,0.1165502419789948,False,0.11658175296507045,100.0,-1.185131767815473e-05,4.5415131618551275e-06,-2.839548778839404e-05,0.11700648269097205,False,0.11701833400865021,0.15898991091941697,2.12007996700434,0.19720804482185655,0.9963,swiss-ai/Apertus-v1.1-4B-Instruct,256,120,8000,test2,0.16007754561631943,0.11810998078466892,4.8831562523236264e-05,0.00012856870252360287,-3.210148728989464e-05,False,2,0.9999674479166667,0.05
h17n512_swiss-ai_Apertus-v1p1-4B-Instruct_hexaco_val,ok,7,0.5,hexaco,0.11865519939495958,-4.060375104508225e-05,3.4659900586965274e-05,-0.00011631247412139197,0.11726990799054532,False,0.1173105117415904,100.0,-3.751054040702467e-05,-1.2954700044087363e-05,-6.317622126155768e-05,0.11739969757036402,False,0.11743720811077105,0.1582549883067836,2.1410608630864116,0.19994521908158858,0.9963,swiss-ai/Apertus-v1.1-4B-Instruct,256,120,8000,val,0.15904011614583335,0.11860540572279374,4.979367216583988e-05,0.00013192395109193794,-3.1915865810212216e-05,False,2,0.9999674479166667,0.05
h17n512_swiss-ai_Apertus-v1p1-4B-Instruct_ipip_test2,ok,5,0.0,ipip,0.11065117544170214,2.0074397316649197e-05,0.0001664702225561831,-0.0001202749113494148,0.1107535758517586,False,0.11073350145444194,100.0,-5.466439717836678e-05,-1.6569238387424675e-05,-9.359759506817902e-05,0.1103764899813766,False,0.11043115437855497,0.15553935029296873,1.9521433853622527,0.23367747504569697,0.9971,swiss-ai/Apertus-v1.1-4B-Instruct,256,60,8000,test2,0.15553935029296875,0.11065117544170214,1.6263032587282567e-19,4.336808689942018e-19,0.0,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-v1p1-4B-Instruct_ipip_val,ok,5,0.0,ipip,0.11005563461363177,3.159236693910884e-05,0.00018502251954241602,-0.00012128905089226334,0.11013308102571354,False,0.11010148865877444,100.0,-6.539713098740142e-05,-2.0629402790683848e-05,-0.00010952654236564116,0.10979204822869643,False,0.10985744535968384,0.15577885631510419,1.987404400415863,0.23591640526423774,0.9971,swiss-ai/Apertus-v1.1-4B-Instruct,256,60,8000,val,0.15577885631510419,0.11005563461363177,-1.0842021724855044e-19,1.6263032587282567e-19,-4.336808689942018e-19,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-v1p1-4B-Instruct_sd3_test2,ok,5,1.3,sd3,0.12677916354076535,0.00016752306198864787,0.0011480492734768253,-0.0007691358035659075,0.1340818151494091,False,0.13391429208742045,10.0,-0.00017971960004993452,-4.343679658922515e-05,-0.0003100900533631155,0.12681804455681261,False,0.12699776415686254,0.1533202482060717,1.683533380898037,0.1966544235301778,0.9951,swiss-ai/Apertus-v1.1-4B-Instruct,256,15,8000,test2,0.16448331393229165,0.12677916354076535,-1.0842021724855044e-19,0.0,-3.2526065174565133e-19,False,0,1.0,0.0
h17n512_swiss-ai_Apertus-v1p1-4B-Instruct_sd3_val,ok,5,1.4,sd3,0.13086319516317446,0.0006491251667906147,0.0017845956448954857,-0.0004853559924305242,0.13795305450802137,False,0.13730392934123076,0.01,-7.730098664150642e-05,1.7073078477268653e-05,-0.00017355859302682665,0.13083647427508527,False,0.13091377526172676,0.1592771062069305,1.683018995030924,0.19830643446491097,0.995,swiss-ai/Apertus-v1.1-4B-Instruct,256,15,8000,val,0.17050426119791667,0.13086319516317446,0.0,0.0,0.0,False,0,1.0,0.0
h17n512_zai-org_GLM-4_7-Flash_big5_test2,ok,5,0.4,big5,0.12005699328891752,-0.0007511220360880867,-0.00013960335312368293,-0.0013546634872370407,0.12298179249446012,False,0.12373291453054822,10.0,1.766187061066584e-06,9.463404326707654e-05,-8.662525367495354e-05,0.12001478569328208,False,0.12001301950622104,0.16471614408379423,1.8625283190628048,0.22472600078185673,0.9978,zai-org/GLM-4.7-Flash,256,25,8000,test2,0.16492094007812502,0.12005699328891752,2.710505431213761e-19,5.963111948670274e-19,5.421010862427522e-20,True,0,1.0,0.0
h17n512_zai-org_GLM-4_7-Flash_big5_val,ok,5,0.4,big5,0.12177626991071844,-0.00047553842521593474,0.00020854841604606638,-0.0011466844225301827,0.12490030213393785,False,0.1253758405591538,10.0,7.392690186888164e-07,8.35044206621545e-05,-8.097588139136411e-05,0.12204591513979839,False,0.12204517587077968,0.16558787850319856,1.8639217589772228,0.22660190688026016,0.9979,zai-org/GLM-4.7-Flash,256,25,8000,val,0.166819983046875,0.12177626991071844,1.0842021724855044e-19,3.7947076036992655e-19,-1.0842021724855044e-19,False,0,1.0,0.0
h17n512_zai-org_GLM-4p7-Flash_big5_test2,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,zai-org/GLM-4.7-Flash,,,,,,,,,,,,,
h17n512_zai-org_GLM-4p7-Flash_big5_val,"stale-key(rev=9,expected=7)",,,big5,,,,,,,,,,,,,,,,,,,zai-org/GLM-4.7-Flash,,,,,,,,,,,,,
